acc	organisms	technology	platforms	samples
ERP012552	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1307267,ERR1307266,ERR1307265,ERR1307264,ERR1307263,ERR1307262,ERR1307261,ERR1307260,ERR1307259,ERR1307258,ERR1307257,ERR1307256,ERR1307255,ERR1307254,ERR1307253,ERR1307252,ERR1307251,ERR1307250,ERR1307249,ERR1307248,ERR1307247,ERR1307246,ERR1307245,ERR1307244,ERR1307243,ERR1307242,ERR1307241,ERR1307240,ERR1307239,ERR1307238,ERR1307237,ERR1307236,ERR1307235,ERR1307234,ERR1307233,ERR1307232,ERR1307231,ERR1307230,ERR1307229,ERR1307228,ERR1307227,ERR1307226,ERR1307225,ERR1307224,ERR1307223,ERR1307222,ERR1307221,ERR1307220,ERR1307219,ERR1307218,ERR1307217,ERR1307216,ERR1307215,ERR1307214,ERR1307213,ERR1307212,ERR1307211,ERR1307210,ERR1307209,ERR1307208,ERR1042871,ERR1042870,ERR1042869,ERR1042868,ERR1042867,ERR1042866,ERR1042865,ERR1042864,ERR1042863,ERR1042862,ERR1042861,ERR1042860,ERR1042859,ERR1042858,ERR1042857,ERR1042856,ERR1042855,ERR1042854,ERR1042853,ERR1042852,ERR1042851,ERR1042850,ERR1042849,ERR1042848,ERR1042847,ERR1042846,ERR1042845,ERR1042844,ERR1042843,ERR1042842,ERR1042841,ERR1042840,ERR1042839,ERR1042838,ERR1042837,ERR1042836,ERR1042835,ERR1042834,ERR1042833,ERR1042832,ERR1042831,ERR1042830,ERR1042829,ERR1042828,ERR1042827,ERR1042826,ERR1042825,ERR1042767,ERR1042766,ERR1042765,ERR1042764,ERR1042763,ERR1042762,ERR1042761,ERR1042760,ERR1042759,ERR1042758,ERR1042757,ERR1042756,ERR1042755,ERR1042754,ERR1042753,ERR1042752,ERR1042751,ERR1042750,ERR1042749,ERR1042748,ERR1042747,ERR1042746,ERR1042745,ERR1042744,ERR1042743,ERR1042742,ERR1042741,ERR1042740,ERR1042739,ERR1042738,ERR1042737,ERR1042736,ERR1042735,ERR1042734,ERR1042733,ERR1042732,ERR1042731,ERR1042730,ERR1042729,ERR1042728,ERR1042727,ERR1042726,ERR1042725,ERR1042724,ERR1042723,ERR1042722,ERR1042721,ERR1042720,ERR1042719,ERR1042718,ERR1042717,ERR1042716,ERR1042715,ERR1042714,ERR1042713,ERR1042712,ERR1042711,ERR1042710,ERR1042709,ERR1042708,ERR1042707,ERR1042706,ERR1042705,ERR1042704,ERR1042703,ERR1042702,ERR1042701,ERR1042700,ERR1042699,ERR1042698,ERR1042697,ERR1042696,ERR1042695,ERR1042694,ERR1042693,ERR1042692,ERR1042691,ERR1042690,ERR1042689,ERR1042688,ERR1042687,ERR1042686,ERR1042685,ERR1042684,ERR1042683,ERR1042682,ERR1042681,ERR1042680,ERR1042679,ERR1042678,ERR1042677,ERR1042676,ERR1042675,ERR1042674,ERR1042673,ERR1042672,ERR1042671,ERR1042670,ERR1042669,ERR1042668,ERR1042667,ERR1042666,ERR1042665,ERR1042664,ERR1042663,ERR1042662,ERR1042661,ERR1042660,ERR1042659,ERR1042658,ERR1042657,ERR1042656,ERR1042655,ERR1042654,ERR1042653,ERR1042652,ERR1042651,ERR1042650,ERR1042649,ERR1042648,ERR1042647,ERR1042646,ERR1042645,ERR1042644,ERR1042643,ERR1042642,ERR1042641,ERR1042640,ERR1042639,ERR1042638,ERR1042637,ERR1042636,ERR1042635,ERR1042634,ERR1042633,ERR1042632,ERR1042631,ERR1042630,ERR1042629,ERR1042628,ERR1042627,ERR1042626,ERR1042625,ERR1042624,ERR1042623,ERR1042622,ERR1042621,ERR1042620,ERR1042619,ERR1042618,ERR1042617,ERR1042616,ERR1042615,ERR1042614,ERR1042613,ERR1042612,ERR1042611,ERR1042610,ERR1042609,ERR1042608,ERR1042607,ERR1042606,ERR1042605,ERR1042604,ERR1042603,ERR1042602,ERR1042601,ERR1042600,ERR1042599,ERR1042598,ERR1042597,ERR1042596,ERR1042595,ERR1042594,ERR1042593,ERR1042592,ERR1042591,ERR1042590,ERR1042589,ERR1042588,ERR1042587,ERR1042586,ERR1042585,ERR1042584,ERR1042583,ERR1042582,ERR1042581,ERR1042580,ERR1042579,ERR1042578,ERR1042577,ERR1042576,ERR1042575,ERR1042574,ERR1042573,ERR1042572,ERR1042571,ERR1042570,ERR1042569,ERR1042568,ERR1042567,ERR1042566,ERR1042565,ERR1042564,ERR1042563,ERR1042562,ERR1042561,ERR1042560,ERR1042559,ERR1042558,ERR1042557,ERR1042556,ERR1042549,ERR1042548,ERR1042547,ERR1042546,ERR1042545,ERR1042544,ERR1042543,ERR1042542,ERR1042541,ERR1042540,ERR1042539,ERR1042538,ERR1042537,ERR1042536,ERR1042535,ERR1042534,ERR1042533,ERR1042532,ERR1042531,ERR1042530,ERR1042529,ERR1042528,ERR1042527,ERR1042526,ERR1042525,ERR1042524,ERR1042523,ERR1042522,ERR1042521,ERR1042520,ERR1042519,ERR1042518,ERR1042517,ERR1042516,ERR1042515,ERR1042514,ERR1042513,ERR1042512,ERR1042511,ERR1042510,ERR1042509,ERR1042508,ERR1042824,ERR1042823,ERR1042822,ERR1042821,ERR1042820,ERR1042819,ERR1042818,ERR1042817,ERR1042816,ERR1042815,ERR1042814,ERR1042813,ERR1042812,ERR1042811,ERR1042810,ERR1042809,ERR1042808,ERR1042807,ERR1042806,ERR1042805,ERR1042804,ERR1042803,ERR1042802,ERR1042801,ERR1042800,ERR1042799,ERR1042798,ERR1042797,ERR1042796,ERR1042795,ERR1042794,ERR1042793,ERR1042792,ERR1042791,ERR1042790,ERR1042789,ERR1042788,ERR1042787,ERR1042786,ERR1042785,ERR1042784,ERR1042783,ERR1042782,ERR1042781,ERR1042780,ERR1042779,ERR1042778,ERR1042777,ERR1042776,ERR1042775,ERR1042774,ERR1042773,ERR1042772,ERR1042771,ERR1042770,ERR1042769,ERR1042768,ERR1042507,ERR1042506,ERR1042505,ERR1042504,ERR1042503,ERR1042502,ERR1042501,ERR1042500,ERR1042499,ERR1042498,ERR1042497,ERR1042496,ERR1042495,ERR1042494,ERR1042493,ERR1042492,ERR1042491,ERR1042490,ERR1042489,ERR1042488,ERR1042487,ERR1042486,ERR1042485,ERR1042484,ERR1042483,ERR1042482,ERR1042481,ERR1042480,ERR1042479,ERR1042478,ERR1042477,ERR1042476,ERR1042475,ERR1042474,ERR1042473,ERR1042472,ERR1042471,ERR1042470,ERR1042469,ERR1042468,ERR1042467,ERR1042466,ERR1042465,ERR1042464,ERR1042463,ERR1042462,ERR1042461,ERR1042460,ERR1042459,ERR1042458,ERR1042457,ERR1042456,ERR1042455,ERR1042454,ERR1042453,ERR1042452,ERR1042451,ERR1042450,ERR1042449,ERR1042448,ERR1042447,ERR1042446,ERR1042445,ERR1042444,ERR1042443,ERR1042442,ERR1042441,ERR1042440,ERR1042439,ERR1042438,ERR1042437,ERR1042436,ERR1042435,ERR1042434,ERR1042433,ERR1042432,ERR1042431,ERR1042430,ERR1042429,ERR1042428,ERR1042427,ERR1042426,ERR1042425,ERR1042424,ERR1042423,ERR1042422,ERR1042421,ERR1042420,ERR1042419,ERR1042418,ERR1042417,ERR1042416,ERR1042415,ERR1042414,ERR1042413,ERR1042412,ERR1042411,ERR1042410,ERR1042409,ERR1042408,ERR1042407,ERR1042406,ERR1042405,ERR1042404,ERR1042403,ERR1042402,ERR1042401,ERR1042400,ERR1042399,ERR1042398,ERR1042397,ERR1042396,ERR1042395,ERR1042394,ERR1042393,ERR1042392,ERR1042391,ERR1042390,ERR1042389,ERR1042388,ERR1042387,ERR1042386,ERR1042385,ERR1042384,ERR1042383,ERR1042382,ERR1042381,ERR1042380,ERR1042379,ERR1042378,ERR1042377,ERR1042376,ERR1042375,ERR1042374,ERR1042373,ERR1042372,ERR1042371,ERR1042370,ERR1042369,ERR1042368,ERR1042367,ERR1042366,ERR1042365,ERR1042364,ERR1042363,ERR1042362,ERR1042361,ERR1042360,ERR1042359,ERR1042358,ERR1042357,ERR1042356,ERR1042355,ERR1042354,ERR1042353,ERR1042352,ERR1042351,ERR1042350,ERR1042349,ERR1042348,ERR1042347,ERR1042346,ERR1042345,ERR1042344,ERR1042343,ERR1042342,ERR1042341,ERR1042340,ERR1042339,ERR1042338,ERR1042337,ERR1042336,ERR1042293,ERR1042292,ERR1042291,ERR1042290,ERR1042289,ERR1042288,ERR1042287,ERR1042286,ERR1042285,ERR1042284,ERR1042283,ERR1042282,ERR1042281,ERR1042280,ERR1042279,ERR1042278,ERR1042277,ERR1042276,ERR1042275,ERR1042274,ERR1042273,ERR1042272,ERR1042271,ERR1042270,ERR1042269,ERR1042268,ERR1042267,ERR1042266,ERR1042265,ERR1042264,ERR1042263,ERR1042262,ERR1042261,ERR1042260,ERR1042259,ERR1042258,ERR1042257,ERR1042256,ERR1042255,ERR1042254,ERR1042253,ERR1042252,ERR1042251,ERR1042250,ERR1042555,ERR1042554,ERR1042553,ERR1042552,ERR1042551,ERR1042550,ERR1042249,ERR1042248,ERR1042247,ERR1042246,ERR1042245,ERR1042244,ERR1042243,ERR1042242,ERR1042241,ERR1042240,ERR1042239,ERR1042238,ERR1042237,ERR1042236,ERR1042235,ERR1042234,ERR1042233,ERR1042232,ERR1042231,ERR1042230,ERR1042229,ERR1042228,ERR1042227,ERR1042226,ERR1042225,ERR1042224,ERR1042223,ERR1042222,ERR1042221,ERR1042220,ERR1042219,ERR1042218,ERR1042217,ERR1042216,ERR1042215,ERR1042214,ERR1042213,ERR1042212,ERR1042211,ERR1042210,ERR1042209,ERR1042208,ERR1042207,ERR1042206,ERR1042205,ERR1042204,ERR1042203,ERR1042202,ERR1042201,ERR1042200,ERR1042199,ERR1042198,ERR1042197,ERR1042196,ERR1042195,ERR1042194,ERR1042193,ERR1042192,ERR1042191,ERR1042190,ERR1042189,ERR1042188,ERR1042187,ERR1042186,ERR1042185,ERR1042184,ERR1042183,ERR1042182,ERR1042181,ERR1042180,ERR1042179,ERR1042178,ERR1042177,ERR1042176,ERR1042175,ERR1042174,ERR1042173,ERR1042172,ERR1042171,ERR1042170,ERR1042169,ERR1042168,ERR1042167,ERR1042166,ERR1042165,ERR1042164,ERR1042163,ERR1042162,ERR1042161,ERR1042160,ERR1042159,ERR1042158,ERR1042157,ERR1042156,ERR1042155,ERR1042154,ERR1042153,ERR1042152,ERR1042151,ERR1042150,ERR1042149,ERR1042148,ERR1042147,ERR1042146,ERR1042145,ERR1042144,ERR1042143,ERR1042142,ERR1042141,ERR1042140,ERR1042139,ERR1042138,ERR1042137,ERR1042136,ERR1042135,ERR1042134,ERR1042133,ERR1042132,ERR1042131,ERR1042130,ERR1042129,ERR1042128,ERR1042127,ERR1042126,ERR1042125,ERR1042124,ERR1042123,ERR1042122,ERR1042121,ERR1042120,ERR1042119,ERR1042118,ERR1042117,ERR1042116,ERR1042115,ERR1042114,ERR1042113,ERR1042112,ERR1042111,ERR1042110,ERR1042109,ERR1042108,ERR1042107,ERR1042106,ERR1042105,ERR1042104,ERR1042103,ERR1042102,ERR1042101,ERR1042100,ERR1042099,ERR1042098,ERR1042097,ERR1042096,ERR1042095,ERR1042094,ERR1042093,ERR1042092,ERR1042091,ERR1042090,ERR1042089,ERR1042088,ERR1042087,ERR1042086,ERR1042085,ERR1042084,ERR1042042,ERR1042041,ERR1042040,ERR1042039,ERR1042038,ERR1042037,ERR1042036,ERR1042035,ERR1042034,ERR1042033,ERR1042032,ERR1042031,ERR1042030,ERR1042029,ERR1042028,ERR1042027,ERR1042026,ERR1042025,ERR1042024,ERR1042023,ERR1042022,ERR1042021,ERR1042020,ERR1042019,ERR1042018,ERR1042017,ERR1042016,ERR1042015,ERR1042014,ERR1042013,ERR1042012,ERR1042011,ERR1042010,ERR1042009,ERR1042008,ERR1042007,ERR1042006,ERR1042005,ERR1042004,ERR1042003,ERR1042002,ERR1042001,ERR1042000,ERR1041999,ERR1041998,ERR1041997,ERR1041996,ERR1041995,ERR1041994,ERR1041993,ERR1042335,ERR1042334,ERR1042333,ERR1042332,ERR1042331,ERR1042330,ERR1042329,ERR1042328,ERR1042327,ERR1042326,ERR1042325,ERR1042324,ERR1042323,ERR1042322,ERR1042321,ERR1042320,ERR1042319,ERR1042318,ERR1042317,ERR1042316,ERR1042315,ERR1042314,ERR1042313,ERR1042312,ERR1042311,ERR1042310,ERR1042309,ERR1042308,ERR1042307,ERR1042306,ERR1042305,ERR1042304,ERR1042303,ERR1042302,ERR1042301,ERR1042300,ERR1042299,ERR1042298,ERR1042297,ERR1042296,ERR1042295,ERR1042294,ERR1041992,ERR1041991,ERR1041990,ERR1041989,ERR1041988,ERR1041987,ERR1041986,ERR1041985,ERR1041984,ERR1041983,ERR1041982,ERR1041981,ERR1041980,ERR1041979,ERR1041978,ERR1041977,ERR1041976,ERR1041975,ERR1041974,ERR1041973,ERR1041972,ERR1041971,ERR1041970,ERR1041969,ERR1041968,ERR1041967,ERR1041966,ERR1041965,ERR1041964,ERR1041963,ERR1041962,ERR1041961,ERR1041960,ERR1041959,ERR1041958,ERR1041957,ERR1041956,ERR1041955,ERR1041954,ERR1041953,ERR1041952,ERR1041951,ERR1041950,ERR1041949,ERR1041948,ERR1041947,ERR1041946,ERR1041945,ERR1041944,ERR1041943,ERR1041942,ERR1041941,ERR1041940,ERR1041939,ERR1041938,ERR1041937,ERR1041936,ERR1041935,ERR1041934,ERR1041933,ERR1041932,ERR1041931,ERR1041930,ERR1041929,ERR1041928,ERR1041927,ERR1041926,ERR1041925,ERR1041924,ERR1041923,ERR1041922,ERR1041921,ERR1041920,ERR1041919,ERR1041918,ERR1041917,ERR1041916,ERR1041915,ERR1041914,ERR1041913,ERR1041912,ERR1041911,ERR1041910,ERR1041909,ERR1041908,ERR1041907,ERR1041906,ERR1041905,ERR1041904,ERR1041903,ERR1041902,ERR1041901,ERR1041900,ERR1041899,ERR1041898,ERR1041897,ERR1041896,ERR1041895,ERR1041894,ERR1041893,ERR1041892,ERR1041891,ERR1041890,ERR1041889,ERR1041888,ERR1041887,ERR1041886,ERR1041885,ERR1041884,ERR1041883,ERR1041882,ERR1041881,ERR1041880,ERR1041879,ERR1041878,ERR1041877,ERR1041876,ERR1041875,ERR1041874,ERR1041873,ERR1041872,ERR1041871,ERR1041870,ERR1041869,ERR1041868,ERR1041867,ERR1041866,ERR1041865,ERR1041864,ERR1041863,ERR1041862,ERR1041861,ERR1041860,ERR1041859,ERR1041858,ERR1041857,ERR1041856,ERR1041855,ERR1041854,ERR1041853,ERR1041852,ERR1041851,ERR1041850,ERR1041849,ERR1041848,ERR1041847,ERR1041846,ERR1041845,ERR1041844,ERR1041843,ERR1041842,ERR1041841,ERR1041840,ERR1041839,ERR1041838,ERR1041837,ERR1041836,ERR1041835,ERR1041834,ERR1041754,ERR1041753,ERR1041752,ERR1041751,ERR1041750,ERR1041749,ERR1041748,ERR1041747,ERR1041746,ERR1041745,ERR1041744,ERR1041743,ERR1041742,ERR1041741,ERR1041740,ERR1041739,ERR1041738,ERR1041737,ERR1041736,ERR1041735,ERR1041734,ERR1041733,ERR1041732,ERR1041731,ERR1041730,ERR1041729,ERR1041728,ERR1041727,ERR1041726,ERR1041725,ERR1041724,ERR1041723,ERR1041722,ERR1041721,ERR1041720,ERR1041719,ERR1041718,ERR1041717,ERR1041716,ERR1041715,ERR1041714,ERR1041713,ERR1041712,ERR1041711,ERR1041710,ERR1041709,ERR1041708,ERR1041707,ERR1041706,ERR1041705,ERR1041704,ERR1041703,ERR1041702,ERR1041701,ERR1041700,ERR1041699,ERR1041698,ERR1042083,ERR1042082,ERR1042081,ERR1042080,ERR1042079,ERR1042078,ERR1042077,ERR1042076,ERR1042075,ERR1042074,ERR1042073,ERR1042072,ERR1042071,ERR1042070,ERR1042069,ERR1042068,ERR1042067,ERR1042066,ERR1042065,ERR1042064,ERR1042063,ERR1042062,ERR1042061,ERR1042060,ERR1042059,ERR1042058,ERR1042057,ERR1042056,ERR1042055,ERR1042054,ERR1042053,ERR1042052,ERR1042051,ERR1042050,ERR1042049,ERR1042048,ERR1042047,ERR1042046,ERR1042045,ERR1042044,ERR1042043,ERR1041697,ERR1041696,ERR1041695,ERR1041694,ERR1041693,ERR1041692,ERR1041691,ERR1041690,ERR1041689,ERR1041688,ERR1041687,ERR1041686,ERR1041685,ERR1041684,ERR1041683,ERR1041682,ERR1041681,ERR1041680,ERR1041679,ERR1041678,ERR1041677,ERR1041676,ERR1041675,ERR1041674,ERR1041673,ERR1041672,ERR1041671,ERR1041670,ERR1041669,ERR1041668,ERR1041667,ERR1041666,ERR1041665,ERR1041664,ERR1041663,ERR1041662,ERR1041661,ERR1041660,ERR1041659,ERR1041658,ERR1041657,ERR1041656,ERR1041655,ERR1041654,ERR1041653,ERR1041652,ERR1041651,ERR1041650,ERR1041649,ERR1041648,ERR1041647,ERR1041646,ERR1041645,ERR1041644,ERR1041643,ERR1041642,ERR1041641,ERR1041640,ERR1041639,ERR1041638,ERR1041637,ERR1041636,ERR1041635,ERR1041634,ERR1041633,ERR1041632,ERR1041631,ERR1041630,ERR1041629,ERR1041628,ERR1041627,ERR1041626,ERR1041625,ERR1041624,ERR1041623,ERR1041622,ERR1041621,ERR1041620,ERR1041619,ERR1041618,ERR1041617,ERR1041616,ERR1041615,ERR1041614,ERR1041613,ERR1041612,ERR1041611,ERR1041610,ERR1041609,ERR1041608,ERR1041607,ERR1041606,ERR1041605,ERR1041604,ERR1041603,ERR1041602,ERR1041601,ERR1041600,ERR1041599,ERR1041598,ERR1041597,ERR1041596,ERR1041595,ERR1041594,ERR1041593,ERR1041592,ERR1041591,ERR1041590,ERR1041589,ERR1041588,ERR1041587,ERR1041586,ERR1041585,ERR1041584,ERR1041583,ERR1041582,ERR1041581,ERR1041580,ERR1041579,ERR1041578,ERR1041577,ERR1041576,ERR1041575,ERR1041574,ERR1041573,ERR1041572,ERR1041571,ERR1041570,ERR1041569,ERR1041568,ERR1041567,ERR1041566,ERR1041565,ERR1041564,ERR1041563,ERR1041562,ERR1041561,ERR1041560,ERR1041559,ERR1041558,ERR1041557,ERR1041556,ERR1041555,ERR1041554,ERR1041553,ERR1041552,ERR1041551,ERR1041550,ERR1041549,ERR1041548,ERR1041547,ERR1041546,ERR1041545,ERR1041544,ERR1041543,ERR1041542,ERR1041541,ERR1041540,ERR1041539,ERR1041538,ERR1041537,ERR1041536,ERR1041535,ERR1041534,ERR1041533,ERR1041532,ERR1041531,ERR1041530,ERR1041529,ERR1041528,ERR1041527,ERR1041526,ERR1041525,ERR1041524,ERR1041523,ERR1041522,ERR1041521,ERR1041520,ERR1041519,ERR1041518,ERR1041517,ERR1041516,ERR1041515,ERR1041514,ERR1041513,ERR1041512,ERR1041511,ERR1041510,ERR1041509,ERR1041508,ERR1041507,ERR1041506,ERR1041505,ERR1041504,ERR1041503,ERR1041502,ERR1041501,ERR1041500,ERR1041499,ERR1041498,ERR1041497,ERR1041496,ERR1041495,ERR1041494,ERR1041493,ERR1041492,ERR1041491,ERR1041490,ERR1041489,ERR1041488,ERR1041487,ERR1041486,ERR1041485,ERR1041484,ERR1041483,ERR1041482,ERR1041833,ERR1041832,ERR1041831,ERR1041830,ERR1041829,ERR1041828,ERR1041827,ERR1041826,ERR1041825,ERR1041824,ERR1041823,ERR1041822,ERR1041821,ERR1041820,ERR1041819,ERR1041818,ERR1041817,ERR1041816,ERR1041815,ERR1041814,ERR1041813,ERR1041812,ERR1041811,ERR1041810,ERR1041809,ERR1041808,ERR1041807,ERR1041806,ERR1041805,ERR1041804,ERR1041803,ERR1041802,ERR1041801,ERR1041800,ERR1041799,ERR1041798,ERR1041797,ERR1041796,ERR1041795,ERR1041794,ERR1041793,ERR1041792,ERR1041791,ERR1041790,ERR1041789,ERR1041788,ERR1041787,ERR1041786,ERR1041785,ERR1041784,ERR1041783,ERR1041782,ERR1041781,ERR1041780,ERR1041779,ERR1041778,ERR1041777,ERR1041776,ERR1041775,ERR1041774,ERR1041773,ERR1041772,ERR1041771,ERR1041770,ERR1041769,ERR1041768,ERR1041767,ERR1041766,ERR1041765,ERR1041764,ERR1041763,ERR1041762,ERR1041761,ERR1041760,ERR1041759,ERR1041758,ERR1041757,ERR1041756,ERR1041755,ERR1041481,ERR1041480,ERR1041479,ERR1041478,ERR1041477,ERR1041476,ERR1041475,ERR1041474,ERR1041473,ERR1041472,ERR1041471,ERR1041470,ERR1041469,ERR1041468,ERR1041467,ERR1041466,ERR1041465,ERR1041464,ERR1041463,ERR1041462,ERR1041461,ERR1041460,ERR1041459,ERR1041458,ERR1041457,ERR1041456,ERR1041455,ERR1041454,ERR1041453,ERR1041452,ERR1041451,ERR1041450,ERR1041449,ERR1041448,ERR1041447,ERR1041446,ERR1041445,ERR1041444,ERR1041443,ERR1041442,ERR1041441,ERR1041440,ERR1041439,ERR1041438,ERR1041437,ERR1041436,ERR1041435,ERR1041434,ERR1041433,ERR1041432,ERR1041431,ERR1041430,ERR1041429,ERR1041428,ERR1041427,ERR1041426,ERR1041425,ERR1041424,ERR1041423,ERR1041422,ERR1041421,ERR1041420,ERR1041419,ERR1041418,ERR1041417,ERR1041416,ERR1041415,ERR1041414,ERR1041413,ERR1041412,ERR1041411,ERR1041410,ERR1041409,ERR1041408,ERR1041407,ERR1041406,ERR1041405,ERR1041404,ERR1041403
SRP061033	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2099846,SRR2099845,SRR2099844,SRR2099843,SRR2099842,SRR2099841,SRR2099840,SRR2099839,SRR2099838,SRR2099837,SRR2099836,SRR2099835,SRR2099834,SRR2099833
SRP064457	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2557134,SRR2557133,SRR2557132,SRR2557131,SRR2557130
SRP062850	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2183386,SRR2183385,SRR2183384,SRR2183383,SRR2183382,SRR2183381,SRR2183380,SRR2183379,SRR2183378,SRR2183377,SRR2183376,SRR2183375,SRR2183374,SRR2183373,SRR2183372,SRR2183371,SRR2183370,SRR2183369,SRR2183368,SRR2183367,SRR2183366,SRR2183365,SRR2183364,SRR2183363,SRR2183362,SRR2183361,SRR2183360,SRR2183359,SRR2183358,SRR2183357,SRR2183356,SRR2183355
SRP055440	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR1813960,SRR1813959,SRR1813958,SRR1813957,SRR1813956,SRR1813955,SRR1813954,SRR1813953,SRR1813952
SRP045432	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	SRR1544111,SRR1544110,SRR1544109,SRR1544108,SRR1544107,SRR1544106
SRP062719	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2178243,SRR2178242
SRP061841	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	SRR2135654,SRR2135653,SRR2135652,SRR2135651,SRR2135650,SRR2135649,SRR2135648,SRR2135647,SRR2135646,SRR2135645
SRP065337	HOMO_SAPIENS	RNA-SEQ	NextSeq 500,NextSeq500	NA
ERP007180	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
SRP057149	HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500	SRR1973434,SRR1973433,SRR1973432,SRR1973431,SRR1973430,SRR1973429,SRR1973428,SRR1973427,SRR1973426,SRR1973425,SRR1973424,SRR1973423
SRP007417	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer II,IlluminaGenomeAnalyzerII	SRR307012,SRR307011,SRR307010,SRR307009,SRR307008,SRR307007,SRR307006,SRR307005,SRR307004,SRR307003,SRR307002,SRR307001,SRR307000,SRR306999,SRR306998
ERP006834	MUS_MUSCULUS,HOMO_SAPIENS	RNA-SEQ	IlluminaHiSeq2500,Illumina HiSeq 2500	NA
ERP015612	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	ERR1413469,ERR1413468,ERR1413467,ERR1413466,ERR1413465,ERR1413464,ERR1413463,ERR1413462,ERR1413461,ERR1413460,ERR1413459,ERR1413458,ERR1413457,ERR1413456,ERR1413455,ERR1413454,ERR1413453,ERR1413452,ERR1413451,ERR1413450,ERR1413449,ERR1413448,ERR1413447,ERR1413446,ERR1413445,ERR1413444,ERR1413443,ERR1413442,ERR1413441,ERR1413440
SRP056822	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP061184	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR2103056,SRR2103055,SRR2103054,SRR2103053,SRR2103052,SRR2103051,SRR2103050,SRR2103049,SRR2103048,SRR2103047,SRR2103046,SRR2103045,SRR2103044,SRR2103043,SRR2103042,SRR2103041
SRP069086	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	SRR3135189,SRR3135188,SRR3135187,SRR3135186,SRR3135185,SRR3135184,SRR3135183,SRR3135182,SRR3135181,SRR3135180,SRR3135179,SRR3135178
SRP001558	HOMO_SAPIENS,PAN_TROGLODYTES,MACACA_MULATTA	RNA-SEQ	IlluminaGenomeAnalyzerII,Illumina Genome Analyzer II	NA
SRP043008	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 1000,IlluminaHiSeq1500,Illumina HiSeq 1500,IlluminaHiSeq1000	SRR2180340,SRR2180338,SRR2180336,SRR2180334,SRR2180333,SRR2180325,SRR2177823,SRR2177820,SRR2177814,SRR2177785,SRR2177741,SRR2177733,SRR1346052,SRR1346051,SRR1346050,SRR1346049,SRR1346048,SRR1346047,SRR1346046,SRR1346045,SRR1346044,SRR1346043,SRR1346042,SRR1346041,SRR1346040,SRR1346039,SRR1346038,SRR1346037,SRR1346036,SRR1346035,SRR1346034,SRR1346033,SRR1346032,SRR1346031,SRR1346030,SRR1346029,SRR1346028,SRR1346027,SRR1346026
ERP003467	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx	NA
SRP032279	HOMO_SAPIENS	RNA-SEQ	IlluminaGenomeAnalyzerIIx,Illumina Genome Analyzer IIx,Illumina HiSeq 2000,IlluminaHiSeq2000	NA
SRP030768	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
ERP107663	HOMO_SAPIENS	RNA-SEQ	NextSeq550,NextSeq 550	NA
SRP064477	HOMO_SAPIENS	RNA-SEQ	Illumina Genome Analyzer IIx	SRR2568020
SRP053296	HOMO_SAPIENS	RNA-SEQ	Illumina HiSeq 2000,IlluminaHiSeq2000	NA
